,emotion,file_path,gender,statement
638,sad,./data/engie/Actor_10/03-01-04-01-01-01-10.png,F,Kids are talking by the door
639,fearful,./data/engie/Actor_10/03-01-06-02-01-01-10.png,F,Kids are talking by the door
640,happy,./data/engie/Actor_10/03-02-03-01-01-01-10.png,F,Kids are talking by the door
641,angry,./data/engie/Actor_10/03-01-05-02-01-02-10.png,F,Kids are talking by the door
642,angry,./data/engie/Actor_10/03-01-05-01-02-02-10.png,F,Dogs are sitting by the door
643,happy,./data/engie/Actor_10/03-02-03-02-02-01-10.png,F,Dogs are sitting by the door
644,fearful,./data/engie/Actor_10/03-01-06-01-02-01-10.png,F,Dogs are sitting by the door
645,surprised,./data/engie/Actor_10/03-01-08-01-01-02-10.png,F,Kids are talking by the door
646,surprised,./data/engie/Actor_10/03-01-08-02-02-02-10.png,F,Dogs are sitting by the door
647,neutral,./data/engie/Actor_10/03-01-01-01-02-01-10.png,F,Dogs are sitting by the door
648,sad,./data/engie/Actor_10/03-02-04-02-02-01-10.png,F,Dogs are sitting by the door
649,calm,./data/engie/Actor_10/03-01-02-01-02-02-10.png,F,Dogs are sitting by the door
650,calm,./data/engie/Actor_10/03-01-02-02-01-02-10.png,F,Kids are talking by the door
651,sad,./data/engie/Actor_10/03-02-04-01-01-01-10.png,F,Kids are talking by the door
652,happy,./data/engie/Actor_10/03-01-03-01-01-01-10.png,F,Kids are talking by the door
653,angry,./data/engie/Actor_10/03-02-05-02-01-02-10.png,F,Kids are talking by the door
654,fearful,./data/engie/Actor_10/03-02-06-02-01-01-10.png,F,Kids are talking by the door
655,fearful,./data/engie/Actor_10/03-02-06-01-02-01-10.png,F,Dogs are sitting by the door
656,angry,./data/engie/Actor_10/03-02-05-01-02-02-10.png,F,Dogs are sitting by the door
657,happy,./data/engie/Actor_10/03-01-03-02-02-01-10.png,F,Dogs are sitting by the door
658,calm,./data/engie/Actor_10/03-01-02-01-01-01-10.png,F,Kids are talking by the door
659,sad,./data/engie/Actor_10/03-02-04-02-01-02-10.png,F,Kids are talking by the door
660,neutral,./data/engie/Actor_10/03-01-01-01-01-02-10.png,F,Kids are talking by the door
661,sad,./data/engie/Actor_10/03-02-04-01-02-02-10.png,F,Dogs are sitting by the door
662,calm,./data/engie/Actor_10/03-01-02-02-02-01-10.png,F,Dogs are sitting by the door
663,fearful,./data/engie/Actor_10/03-02-06-02-02-02-10.png,F,Dogs are sitting by the door
664,angry,./data/engie/Actor_10/03-02-05-02-02-01-10.png,F,Dogs are sitting by the door
665,happy,./data/engie/Actor_10/03-01-03-01-02-02-10.png,F,Dogs are sitting by the door
666,happy,./data/engie/Actor_10/03-01-03-02-01-02-10.png,F,Kids are talking by the door
667,angry,./data/engie/Actor_10/03-02-05-01-01-01-10.png,F,Kids are talking by the door
668,fearful,./data/engie/Actor_10/03-02-06-01-01-02-10.png,F,Kids are talking by the door
669,disgust,./data/engie/Actor_10/03-01-07-02-01-01-10.png,F,Kids are talking by the door
670,neutral,./data/engie/Actor_10/03-02-01-01-01-02-10.png,F,Kids are talking by the door
671,calm,./data/engie/Actor_10/03-02-02-01-01-01-10.png,F,Kids are talking by the door
672,sad,./data/engie/Actor_10/03-01-04-02-01-02-10.png,F,Kids are talking by the door
673,sad,./data/engie/Actor_10/03-01-04-01-02-02-10.png,F,Dogs are sitting by the door
674,calm,./data/engie/Actor_10/03-02-02-02-02-01-10.png,F,Dogs are sitting by the door
675,disgust,./data/engie/Actor_10/03-01-07-01-02-01-10.png,F,Dogs are sitting by the door
676,angry,./data/engie/Actor_10/03-01-05-02-02-01-10.png,F,Dogs are sitting by the door
677,happy,./data/engie/Actor_10/03-02-03-01-02-02-10.png,F,Dogs are sitting by the door
678,fearful,./data/engie/Actor_10/03-01-06-02-02-02-10.png,F,Dogs are sitting by the door
679,fearful,./data/engie/Actor_10/03-01-06-01-01-02-10.png,F,Kids are talking by the door
680,happy,./data/engie/Actor_10/03-02-03-02-01-02-10.png,F,Kids are talking by the door
681,angry,./data/engie/Actor_10/03-01-05-01-01-01-10.png,F,Kids are talking by the door
682,surprised,./data/engie/Actor_10/03-01-08-01-02-01-10.png,F,Dogs are sitting by the door
683,surprised,./data/engie/Actor_10/03-01-08-02-01-01-10.png,F,Kids are talking by the door
684,neutral,./data/engie/Actor_17/03-02-01-01-02-02-17.png,M,Dogs are sitting by the door
685,disgust,./data/engie/Actor_17/03-01-07-02-02-01-17.png,M,Dogs are sitting by the door
686,sad,./data/engie/Actor_17/03-01-04-02-02-02-17.png,M,Dogs are sitting by the door
687,calm,./data/engie/Actor_17/03-02-02-01-02-01-17.png,M,Dogs are sitting by the door
688,calm,./data/engie/Actor_17/03-02-02-02-01-01-17.png,M,Kids are talking by the door
689,sad,./data/engie/Actor_17/03-01-04-01-01-02-17.png,M,Kids are talking by the door
690,disgust,./data/engie/Actor_17/03-01-07-01-01-01-17.png,M,Kids are talking by the door
691,happy,./data/engie/Actor_17/03-02-03-01-01-02-17.png,M,Kids are talking by the door
692,angry,./data/engie/Actor_17/03-01-05-02-01-01-17.png,M,Kids are talking by the door
693,fearful,./data/engie/Actor_17/03-01-06-02-01-02-17.png,M,Kids are talking by the door
694,fearful,./data/engie/Actor_17/03-01-06-01-02-02-17.png,M,Dogs are sitting by the door
695,angry,./data/engie/Actor_17/03-01-05-01-02-01-17.png,M,Dogs are sitting by the door
696,happy,./data/engie/Actor_17/03-02-03-02-02-02-17.png,M,Dogs are sitting by the door
697,surprised,./data/engie/Actor_17/03-01-08-01-01-01-17.png,M,Kids are talking by the door
698,surprised,./data/engie/Actor_17/03-01-08-02-02-01-17.png,M,Dogs are sitting by the door
699,sad,./data/engie/Actor_17/03-02-04-02-02-02-17.png,M,Dogs are sitting by the door
700,calm,./data/engie/Actor_17/03-01-02-01-02-01-17.png,M,Dogs are sitting by the door
701,neutral,./data/engie/Actor_17/03-01-01-01-02-02-17.png,M,Dogs are sitting by the door
702,calm,./data/engie/Actor_17/03-01-02-02-01-01-17.png,M,Kids are talking by the door
703,sad,./data/engie/Actor_17/03-02-04-01-01-02-17.png,M,Kids are talking by the door
704,fearful,./data/engie/Actor_17/03-02-06-02-01-02-17.png,M,Kids are talking by the door
705,happy,./data/engie/Actor_17/03-01-03-01-01-02-17.png,M,Kids are talking by the door
706,angry,./data/engie/Actor_17/03-02-05-02-01-01-17.png,M,Kids are talking by the door
707,angry,./data/engie/Actor_17/03-02-05-01-02-01-17.png,M,Dogs are sitting by the door
708,happy,./data/engie/Actor_17/03-01-03-02-02-02-17.png,M,Dogs are sitting by the door
709,fearful,./data/engie/Actor_17/03-02-06-01-02-02-17.png,M,Dogs are sitting by the door
710,neutral,./data/engie/Actor_17/03-01-01-01-01-01-17.png,M,Kids are talking by the door
711,calm,./data/engie/Actor_17/03-01-02-01-01-02-17.png,M,Kids are talking by the door
712,sad,./data/engie/Actor_17/03-02-04-02-01-01-17.png,M,Kids are talking by the door
713,sad,./data/engie/Actor_17/03-02-04-01-02-01-17.png,M,Dogs are sitting by the door
714,calm,./data/engie/Actor_17/03-01-02-02-02-02-17.png,M,Dogs are sitting by the door
715,angry,./data/engie/Actor_17/03-02-05-02-02-02-17.png,M,Dogs are sitting by the door
716,happy,./data/engie/Actor_17/03-01-03-01-02-01-17.png,M,Dogs are sitting by the door
717,fearful,./data/engie/Actor_17/03-02-06-02-02-01-17.png,M,Dogs are sitting by the door
718,fearful,./data/engie/Actor_17/03-02-06-01-01-01-17.png,M,Kids are talking by the door
719,happy,./data/engie/Actor_17/03-01-03-02-01-01-17.png,M,Kids are talking by the door
720,angry,./data/engie/Actor_17/03-02-05-01-01-02-17.png,M,Kids are talking by the door
721,calm,./data/engie/Actor_17/03-02-02-01-01-02-17.png,M,Kids are talking by the door
722,sad,./data/engie/Actor_17/03-01-04-02-01-01-17.png,M,Kids are talking by the door
723,disgust,./data/engie/Actor_17/03-01-07-02-01-02-17.png,M,Kids are talking by the door
724,neutral,./data/engie/Actor_17/03-02-01-01-01-01-17.png,M,Kids are talking by the door
725,disgust,./data/engie/Actor_17/03-01-07-01-02-02-17.png,M,Dogs are sitting by the door
726,sad,./data/engie/Actor_17/03-01-04-01-02-01-17.png,M,Dogs are sitting by the door
727,calm,./data/engie/Actor_17/03-02-02-02-02-02-17.png,M,Dogs are sitting by the door
728,fearful,./data/engie/Actor_17/03-01-06-02-02-01-17.png,M,Dogs are sitting by the door
729,angry,./data/engie/Actor_17/03-01-05-02-02-02-17.png,M,Dogs are sitting by the door
730,happy,./data/engie/Actor_17/03-02-03-01-02-01-17.png,M,Dogs are sitting by the door
731,happy,./data/engie/Actor_17/03-02-03-02-01-01-17.png,M,Kids are talking by the door
732,angry,./data/engie/Actor_17/03-01-05-01-01-02-17.png,M,Kids are talking by the door
733,fearful,./data/engie/Actor_17/03-01-06-01-01-01-17.png,M,Kids are talking by the door
734,surprised,./data/engie/Actor_17/03-01-08-01-02-02-17.png,M,Dogs are sitting by the door
735,surprised,./data/engie/Actor_17/03-01-08-02-01-02-17.png,M,Kids are talking by the door
736,fearful,./data/engie/Actor_17/03-02-06-01-02-01-17.png,M,Dogs are sitting by the door
737,angry,./data/engie/Actor_17/03-02-05-01-02-02-17.png,M,Dogs are sitting by the door
738,happy,./data/engie/Actor_17/03-01-03-02-02-01-17.png,M,Dogs are sitting by the door
739,happy,./data/engie/Actor_17/03-01-03-01-01-01-17.png,M,Kids are talking by the door
740,angry,./data/engie/Actor_17/03-02-05-02-01-02-17.png,M,Kids are talking by the door
741,fearful,./data/engie/Actor_17/03-02-06-02-01-01-17.png,M,Kids are talking by the door
742,calm,./data/engie/Actor_17/03-01-02-02-01-02-17.png,M,Kids are talking by the door
743,sad,./data/engie/Actor_17/03-02-04-01-01-01-17.png,M,Kids are talking by the door
744,neutral,./data/engie/Actor_17/03-01-01-01-02-01-17.png,M,Dogs are sitting by the door
745,sad,./data/engie/Actor_17/03-02-04-02-02-01-17.png,M,Dogs are sitting by the door
746,calm,./data/engie/Actor_17/03-01-02-01-02-02-17.png,M,Dogs are sitting by the door
747,angry,./data/engie/Actor_17/03-01-05-01-02-02-17.png,M,Dogs are sitting by the door
748,happy,./data/engie/Actor_17/03-02-03-02-02-01-17.png,M,Dogs are sitting by the door
749,fearful,./data/engie/Actor_17/03-01-06-01-02-01-17.png,M,Dogs are sitting by the door
750,fearful,./data/engie/Actor_17/03-01-06-02-01-01-17.png,M,Kids are talking by the door
751,happy,./data/engie/Actor_17/03-02-03-01-01-01-17.png,M,Kids are talking by the door
752,angry,./data/engie/Actor_17/03-01-05-02-01-02-17.png,M,Kids are talking by the door
753,disgust,./data/engie/Actor_17/03-01-07-01-01-02-17.png,M,Kids are talking by the door
754,calm,./data/engie/Actor_17/03-02-02-02-01-02-17.png,M,Kids are talking by the door
755,sad,./data/engie/Actor_17/03-01-04-01-01-01-17.png,M,Kids are talking by the door
756,sad,./data/engie/Actor_17/03-01-04-02-02-01-17.png,M,Dogs are sitting by the door
757,calm,./data/engie/Actor_17/03-02-02-01-02-02-17.png,M,Dogs are sitting by the door
758,neutral,./data/engie/Actor_17/03-02-01-01-02-01-17.png,M,Dogs are sitting by the door
759,disgust,./data/engie/Actor_17/03-01-07-02-02-02-17.png,M,Dogs are sitting by the door
760,surprised,./data/engie/Actor_17/03-01-08-02-02-02-17.png,M,Dogs are sitting by the door
761,surprised,./data/engie/Actor_17/03-01-08-01-01-02-17.png,M,Kids are talking by the door
762,fearful,./data/engie/Actor_17/03-01-06-01-01-02-17.png,M,Kids are talking by the door
763,happy,./data/engie/Actor_17/03-02-03-02-01-02-17.png,M,Kids are talking by the door
764,angry,./data/engie/Actor_17/03-01-05-01-01-01-17.png,M,Kids are talking by the door
765,angry,./data/engie/Actor_17/03-01-05-02-02-01-17.png,M,Dogs are sitting by the door
766,happy,./data/engie/Actor_17/03-02-03-01-02-02-17.png,M,Dogs are sitting by the door
767,fearful,./data/engie/Actor_17/03-01-06-02-02-02-17.png,M,Dogs are sitting by the door
768,sad,./data/engie/Actor_17/03-01-04-01-02-02-17.png,M,Dogs are sitting by the door
769,calm,./data/engie/Actor_17/03-02-02-02-02-01-17.png,M,Dogs are sitting by the door
770,disgust,./data/engie/Actor_17/03-01-07-01-02-01-17.png,M,Dogs are sitting by the door
771,disgust,./data/engie/Actor_17/03-01-07-02-01-01-17.png,M,Kids are talking by the door
772,neutral,./data/engie/Actor_17/03-02-01-01-01-02-17.png,M,Kids are talking by the door
773,calm,./data/engie/Actor_17/03-02-02-01-01-01-17.png,M,Kids are talking by the door
774,sad,./data/engie/Actor_17/03-01-04-02-01-02-17.png,M,Kids are talking by the door
775,surprised,./data/engie/Actor_17/03-01-08-02-01-01-17.png,M,Kids are talking by the door
776,surprised,./data/engie/Actor_17/03-01-08-01-02-01-17.png,M,Dogs are sitting by the door
777,happy,./data/engie/Actor_17/03-01-03-02-01-02-17.png,M,Kids are talking by the door
778,angry,./data/engie/Actor_17/03-02-05-01-01-01-17.png,M,Kids are talking by the door
779,fearful,./data/engie/Actor_17/03-02-06-01-01-02-17.png,M,Kids are talking by the door
780,fearful,./data/engie/Actor_17/03-02-06-02-02-02-17.png,M,Dogs are sitting by the door
781,angry,./data/engie/Actor_17/03-02-05-02-02-01-17.png,M,Dogs are sitting by the door
782,happy,./data/engie/Actor_17/03-01-03-01-02-02-17.png,M,Dogs are sitting by the door
783,sad,./data/engie/Actor_17/03-02-04-01-02-02-17.png,M,Dogs are sitting by the door
784,calm,./data/engie/Actor_17/03-01-02-02-02-01-17.png,M,Dogs are sitting by the door
785,calm,./data/engie/Actor_17/03-01-02-01-01-01-17.png,M,Kids are talking by the door
786,sad,./data/engie/Actor_17/03-02-04-02-01-02-17.png,M,Kids are talking by the door
787,neutral,./data/engie/Actor_17/03-01-01-01-01-02-17.png,M,Kids are talking by the door
788,fearful,./data/engie/Actor_04/03-02-06-01-02-02-04.png,F,Dogs are sitting by the door
789,happy,./data/engie/Actor_04/03-01-03-02-02-02-04.png,F,Dogs are sitting by the door
790,angry,./data/engie/Actor_04/03-02-05-01-02-01-04.png,F,Dogs are sitting by the door
791,angry,./data/engie/Actor_04/03-02-05-02-01-01-04.png,F,Kids are talking by the door
792,happy,./data/engie/Actor_04/03-01-03-01-01-02-04.png,F,Kids are talking by the door
793,fearful,./data/engie/Actor_04/03-02-06-02-01-02-04.png,F,Kids are talking by the door
794,sad,./data/engie/Actor_04/03-02-04-01-01-02-04.png,F,Kids are talking by the door
795,calm,./data/engie/Actor_04/03-01-02-02-01-01-04.png,F,Kids are talking by the door
796,neutral,./data/engie/Actor_04/03-01-01-01-02-02-04.png,F,Dogs are sitting by the door
797,calm,./data/engie/Actor_04/03-01-02-01-02-01-04.png,F,Dogs are sitting by the door
798,sad,./data/engie/Actor_04/03-02-04-02-02-02-04.png,F,Dogs are sitting by the door
799,happy,./data/engie/Actor_04/03-02-03-02-02-02-04.png,F,Dogs are sitting by the door
800,angry,./data/engie/Actor_04/03-01-05-01-02-01-04.png,F,Dogs are sitting by the door
801,fearful,./data/engie/Actor_04/03-01-06-01-02-02-04.png,F,Dogs are sitting by the door
802,fearful,./data/engie/Actor_04/03-01-06-02-01-02-04.png,F,Kids are talking by the door
803,angry,./data/engie/Actor_04/03-01-05-02-01-01-04.png,F,Kids are talking by the door
804,happy,./data/engie/Actor_04/03-02-03-01-01-02-04.png,F,Kids are talking by the door
805,disgust,./data/engie/Actor_04/03-01-07-01-01-01-04.png,F,Kids are talking by the door
806,sad,./data/engie/Actor_04/03-01-04-01-01-02-04.png,F,Kids are talking by the door
807,calm,./data/engie/Actor_04/03-02-02-02-01-01-04.png,F,Kids are talking by the door
808,calm,./data/engie/Actor_04/03-02-02-01-02-01-04.png,F,Dogs are sitting by the door
809,sad,./data/engie/Actor_04/03-01-04-02-02-02-04.png,F,Dogs are sitting by the door
810,disgust,./data/engie/Actor_04/03-01-07-02-02-01-04.png,F,Dogs are sitting by the door
811,neutral,./data/engie/Actor_04/03-02-01-01-02-02-04.png,F,Dogs are sitting by the door
812,surprised,./data/engie/Actor_04/03-01-08-02-02-01-04.png,F,Dogs are sitting by the door
813,surprised,./data/engie/Actor_04/03-01-08-01-01-01-04.png,F,Kids are talking by the door
814,fearful,./data/engie/Actor_04/03-01-06-01-01-01-04.png,F,Kids are talking by the door
815,angry,./data/engie/Actor_04/03-01-05-01-01-02-04.png,F,Kids are talking by the door
816,happy,./data/engie/Actor_04/03-02-03-02-01-01-04.png,F,Kids are talking by the door
817,happy,./data/engie/Actor_04/03-02-03-01-02-01-04.png,F,Dogs are sitting by the door
818,angry,./data/engie/Actor_04/03-01-05-02-02-02-04.png,F,Dogs are sitting by the door
819,fearful,./data/engie/Actor_04/03-01-06-02-02-01-04.png,F,Dogs are sitting by the door
820,calm,./data/engie/Actor_04/03-02-02-02-02-02-04.png,F,Dogs are sitting by the door
821,sad,./data/engie/Actor_04/03-01-04-01-02-01-04.png,F,Dogs are sitting by the door
822,disgust,./data/engie/Actor_04/03-01-07-01-02-02-04.png,F,Dogs are sitting by the door
823,neutral,./data/engie/Actor_04/03-02-01-01-01-01-04.png,F,Kids are talking by the door
824,disgust,./data/engie/Actor_04/03-01-07-02-01-02-04.png,F,Kids are talking by the door
825,sad,./data/engie/Actor_04/03-01-04-02-01-01-04.png,F,Kids are talking by the door
826,calm,./data/engie/Actor_04/03-02-02-01-01-02-04.png,F,Kids are talking by the door
827,surprised,./data/engie/Actor_04/03-01-08-02-01-02-04.png,F,Kids are talking by the door
828,surprised,./data/engie/Actor_04/03-01-08-01-02-02-04.png,F,Dogs are sitting by the door
829,angry,./data/engie/Actor_04/03-02-05-01-01-02-04.png,F,Kids are talking by the door
830,happy,./data/engie/Actor_04/03-01-03-02-01-01-04.png,F,Kids are talking by the door
831,fearful,./data/engie/Actor_04/03-02-06-01-01-01-04.png,F,Kids are talking by the door
832,fearful,./data/engie/Actor_04/03-02-06-02-02-01-04.png,F,Dogs are sitting by the door
833,happy,./data/engie/Actor_04/03-01-03-01-02-01-04.png,F,Dogs are sitting by the door
834,angry,./data/engie/Actor_04/03-02-05-02-02-02-04.png,F,Dogs are sitting by the door
835,calm,./data/engie/Actor_04/03-01-02-02-02-02-04.png,F,Dogs are sitting by the door
836,sad,./data/engie/Actor_04/03-02-04-01-02-01-04.png,F,Dogs are sitting by the door
837,sad,./data/engie/Actor_04/03-02-04-02-01-01-04.png,F,Kids are talking by the door
838,calm,./data/engie/Actor_04/03-01-02-01-01-02-04.png,F,Kids are talking by the door
839,neutral,./data/engie/Actor_04/03-01-01-01-01-01-04.png,F,Kids are talking by the door
840,disgust,./data/engie/Actor_04/03-01-07-02-02-02-04.png,F,Dogs are sitting by the door
841,neutral,./data/engie/Actor_04/03-02-01-01-02-01-04.png,F,Dogs are sitting by the door
842,calm,./data/engie/Actor_04/03-02-02-01-02-02-04.png,F,Dogs are sitting by the door
843,sad,./data/engie/Actor_04/03-01-04-02-02-01-04.png,F,Dogs are sitting by the door
844,sad,./data/engie/Actor_04/03-01-04-01-01-01-04.png,F,Kids are talking by the door
845,calm,./data/engie/Actor_04/03-02-02-02-01-02-04.png,F,Kids are talking by the door
846,disgust,./data/engie/Actor_04/03-01-07-01-01-02-04.png,F,Kids are talking by the door
847,angry,./data/engie/Actor_04/03-01-05-02-01-02-04.png,F,Kids are talking by the door
848,happy,./data/engie/Actor_04/03-02-03-01-01-01-04.png,F,Kids are talking by the door
849,fearful,./data/engie/Actor_04/03-01-06-02-01-01-04.png,F,Kids are talking by the door
850,fearful,./data/engie/Actor_04/03-01-06-01-02-01-04.png,F,Dogs are sitting by the door
851,happy,./data/engie/Actor_04/03-02-03-02-02-01-04.png,F,Dogs are sitting by the door
852,angry,./data/engie/Actor_04/03-01-05-01-02-02-04.png,F,Dogs are sitting by the door
853,surprised,./data/engie/Actor_04/03-01-08-01-01-02-04.png,F,Kids are talking by the door
854,surprised,./data/engie/Actor_04/03-01-08-02-02-02-04.png,F,Dogs are sitting by the door
855,calm,./data/engie/Actor_04/03-01-02-01-02-02-04.png,F,Dogs are sitting by the door
856,sad,./data/engie/Actor_04/03-02-04-02-02-01-04.png,F,Dogs are sitting by the door
857,neutral,./data/engie/Actor_04/03-01-01-01-02-01-04.png,F,Dogs are sitting by the door
858,sad,./data/engie/Actor_04/03-02-04-01-01-01-04.png,F,Kids are talking by the door
859,calm,./data/engie/Actor_04/03-01-02-02-01-02-04.png,F,Kids are talking by the door
860,fearful,./data/engie/Actor_04/03-02-06-02-01-01-04.png,F,Kids are talking by the door
861,angry,./data/engie/Actor_04/03-02-05-02-01-02-04.png,F,Kids are talking by the door
862,happy,./data/engie/Actor_04/03-01-03-01-01-01-04.png,F,Kids are talking by the door
863,happy,./data/engie/Actor_04/03-01-03-02-02-01-04.png,F,Dogs are sitting by the door
864,angry,./data/engie/Actor_04/03-02-05-01-02-02-04.png,F,Dogs are sitting by the door
865,fearful,./data/engie/Actor_04/03-02-06-01-02-01-04.png,F,Dogs are sitting by the door
866,neutral,./data/engie/Actor_04/03-01-01-01-01-02-04.png,F,Kids are talking by the door
867,sad,./data/engie/Actor_04/03-02-04-02-01-02-04.png,F,Kids are talking by the door
868,calm,./data/engie/Actor_04/03-01-02-01-01-01-04.png,F,Kids are talking by the door
869,calm,./data/engie/Actor_04/03-01-02-02-02-01-04.png,F,Dogs are sitting by the door
870,sad,./data/engie/Actor_04/03-02-04-01-02-02-04.png,F,Dogs are sitting by the door
871,happy,./data/engie/Actor_04/03-01-03-01-02-02-04.png,F,Dogs are sitting by the door
872,angry,./data/engie/Actor_04/03-02-05-02-02-01-04.png,F,Dogs are sitting by the door
873,fearful,./data/engie/Actor_04/03-02-06-02-02-02-04.png,F,Dogs are sitting by the door
874,fearful,./data/engie/Actor_04/03-02-06-01-01-02-04.png,F,Kids are talking by the door
875,angry,./data/engie/Actor_04/03-02-05-01-01-01-04.png,F,Kids are talking by the door
876,happy,./data/engie/Actor_04/03-01-03-02-01-02-04.png,F,Kids are talking by the door
877,sad,./data/engie/Actor_04/03-01-04-02-01-02-04.png,F,Kids are talking by the door
878,calm,./data/engie/Actor_04/03-02-02-01-01-01-04.png,F,Kids are talking by the door
879,neutral,./data/engie/Actor_04/03-02-01-01-01-02-04.png,F,Kids are talking by the door
880,disgust,./data/engie/Actor_04/03-01-07-02-01-01-04.png,F,Kids are talking by the door
881,disgust,./data/engie/Actor_04/03-01-07-01-02-01-04.png,F,Dogs are sitting by the door
882,calm,./data/engie/Actor_04/03-02-02-02-02-01-04.png,F,Dogs are sitting by the door
883,sad,./data/engie/Actor_04/03-01-04-01-02-02-04.png,F,Dogs are sitting by the door
884,fearful,./data/engie/Actor_04/03-01-06-02-02-02-04.png,F,Dogs are sitting by the door
885,happy,./data/engie/Actor_04/03-02-03-01-02-02-04.png,F,Dogs are sitting by the door
886,angry,./data/engie/Actor_04/03-01-05-02-02-01-04.png,F,Dogs are sitting by the door
887,angry,./data/engie/Actor_04/03-01-05-01-01-01-04.png,F,Kids are talking by the door
888,happy,./data/engie/Actor_04/03-02-03-02-01-02-04.png,F,Kids are talking by the door
889,fearful,./data/engie/Actor_04/03-01-06-01-01-02-04.png,F,Kids are talking by the door
890,surprised,./data/engie/Actor_04/03-01-08-01-02-01-04.png,F,Dogs are sitting by the door
891,surprised,./data/engie/Actor_04/03-01-08-02-01-01-04.png,F,Kids are talking by the door
892,calm,./data/engie/Actor_03/03-02-02-01-02-01-03.png,M,Dogs are sitting by the door
893,sad,./data/engie/Actor_03/03-01-04-02-02-02-03.png,M,Dogs are sitting by the door
894,disgust,./data/engie/Actor_03/03-01-07-02-02-01-03.png,M,Dogs are sitting by the door
895,neutral,./data/engie/Actor_03/03-02-01-01-02-02-03.png,M,Dogs are sitting by the door
896,disgust,./data/engie/Actor_03/03-01-07-01-01-01-03.png,M,Kids are talking by the door
897,sad,./data/engie/Actor_03/03-01-04-01-01-02-03.png,M,Kids are talking by the door
898,calm,./data/engie/Actor_03/03-02-02-02-01-01-03.png,M,Kids are talking by the door
899,fearful,./data/engie/Actor_03/03-01-06-02-01-02-03.png,M,Kids are talking by the door
900,angry,./data/engie/Actor_03/03-01-05-02-01-01-03.png,M,Kids are talking by the door
901,happy,./data/engie/Actor_03/03-02-03-01-01-02-03.png,M,Kids are talking by the door
902,happy,./data/engie/Actor_03/03-02-03-02-02-02-03.png,M,Dogs are sitting by the door
903,angry,./data/engie/Actor_03/03-01-05-01-02-01-03.png,M,Dogs are sitting by the door
904,fearful,./data/engie/Actor_03/03-01-06-01-02-02-03.png,M,Dogs are sitting by the door
905,surprised,./data/engie/Actor_03/03-01-08-01-01-01-03.png,M,Kids are talking by the door
906,surprised,./data/engie/Actor_03/03-01-08-02-02-01-03.png,M,Dogs are sitting by the door
907,neutral,./data/engie/Actor_03/03-01-01-01-02-02-03.png,M,Dogs are sitting by the door
908,calm,./data/engie/Actor_03/03-01-02-01-02-01-03.png,M,Dogs are sitting by the door
909,sad,./data/engie/Actor_03/03-02-04-02-02-02-03.png,M,Dogs are sitting by the door
910,sad,./data/engie/Actor_03/03-02-04-01-01-02-03.png,M,Kids are talking by the door
911,calm,./data/engie/Actor_03/03-01-02-02-01-01-03.png,M,Kids are talking by the door
912,angry,./data/engie/Actor_03/03-02-05-02-01-01-03.png,M,Kids are talking by the door
913,happy,./data/engie/Actor_03/03-01-03-01-01-02-03.png,M,Kids are talking by the door
914,fearful,./data/engie/Actor_03/03-02-06-02-01-02-03.png,M,Kids are talking by the door
915,fearful,./data/engie/Actor_03/03-02-06-01-02-02-03.png,M,Dogs are sitting by the door
916,happy,./data/engie/Actor_03/03-01-03-02-02-02-03.png,M,Dogs are sitting by the door
917,angry,./data/engie/Actor_03/03-02-05-01-02-01-03.png,M,Dogs are sitting by the door
918,sad,./data/engie/Actor_03/03-02-04-02-01-01-03.png,M,Kids are talking by the door
919,calm,./data/engie/Actor_03/03-01-02-01-01-02-03.png,M,Kids are talking by the door
920,neutral,./data/engie/Actor_03/03-01-01-01-01-01-03.png,M,Kids are talking by the door
921,calm,./data/engie/Actor_03/03-01-02-02-02-02-03.png,M,Dogs are sitting by the door
922,sad,./data/engie/Actor_03/03-02-04-01-02-01-03.png,M,Dogs are sitting by the door
923,fearful,./data/engie/Actor_03/03-02-06-02-02-01-03.png,M,Dogs are sitting by the door
924,happy,./data/engie/Actor_03/03-01-03-01-02-01-03.png,M,Dogs are sitting by the door
925,angry,./data/engie/Actor_03/03-02-05-02-02-02-03.png,M,Dogs are sitting by the door
926,angry,./data/engie/Actor_03/03-02-05-01-01-02-03.png,M,Kids are talking by the door
927,happy,./data/engie/Actor_03/03-01-03-02-01-01-03.png,M,Kids are talking by the door
928,fearful,./data/engie/Actor_03/03-02-06-01-01-01-03.png,M,Kids are talking by the door
929,neutral,./data/engie/Actor_03/03-02-01-01-01-01-03.png,M,Kids are talking by the door
930,disgust,./data/engie/Actor_03/03-01-07-02-01-02-03.png,M,Kids are talking by the door
931,sad,./data/engie/Actor_03/03-01-04-02-01-01-03.png,M,Kids are talking by the door
932,calm,./data/engie/Actor_03/03-02-02-01-01-02-03.png,M,Kids are talking by the door
933,calm,./data/engie/Actor_03/03-02-02-02-02-02-03.png,M,Dogs are sitting by the door
934,sad,./data/engie/Actor_03/03-01-04-01-02-01-03.png,M,Dogs are sitting by the door
935,disgust,./data/engie/Actor_03/03-01-07-01-02-02-03.png,M,Dogs are sitting by the door
936,happy,./data/engie/Actor_03/03-02-03-01-02-01-03.png,M,Dogs are sitting by the door
937,angry,./data/engie/Actor_03/03-01-05-02-02-02-03.png,M,Dogs are sitting by the door
938,fearful,./data/engie/Actor_03/03-01-06-02-02-01-03.png,M,Dogs are sitting by the door
