,category,emotion,file_path,gender,intensity,statement
284,bad,fearful,./data/Actor_21/03-01-06-01-01-01-21.png,M,normal,Kids are talking by the door
285,bad,surprised,./data/Actor_21/03-01-08-01-01-01-21.png,M,normal,Kids are talking by the door
286,bad,surprised,./data/Actor_21/03-01-08-02-02-01-21.png,M,strong,Dogs are sitting by the door
287,bad,disgust,./data/Actor_21/03-01-07-02-02-01-21.png,M,strong,Dogs are sitting by the door
288,bad,sad,./data/Actor_21/03-01-04-02-02-02-21.png,M,strong,Dogs are sitting by the door
289,bad,sad,./data/Actor_21/03-01-04-01-01-02-21.png,M,normal,Kids are talking by the door
290,bad,disgust,./data/Actor_21/03-01-07-01-01-01-21.png,M,normal,Kids are talking by the door
291,bad,angry,./data/Actor_21/03-01-05-02-01-01-21.png,M,strong,Kids are talking by the door
292,bad,fearful,./data/Actor_21/03-01-06-02-01-02-21.png,M,strong,Kids are talking by the door
293,bad,fearful,./data/Actor_21/03-01-06-01-02-02-21.png,M,normal,Dogs are sitting by the door
294,bad,angry,./data/Actor_21/03-01-05-01-02-01-21.png,M,normal,Dogs are sitting by the door
295,good,calm,./data/Actor_21/03-01-02-01-02-01-21.png,M,normal,Dogs are sitting by the door
296,good,neutral,./data/Actor_21/03-01-01-01-02-02-21.png,M,normal,Dogs are sitting by the door
297,good,calm,./data/Actor_21/03-01-02-02-01-01-21.png,M,strong,Kids are talking by the door
298,good,happy,./data/Actor_21/03-01-03-01-01-02-21.png,M,normal,Kids are talking by the door
299,good,happy,./data/Actor_21/03-01-03-02-02-02-21.png,M,strong,Dogs are sitting by the door
300,good,neutral,./data/Actor_19/03-01-01-01-01-02-19.png,M,normal,Kids are talking by the door
301,good,calm,./data/Actor_19/03-01-02-01-01-01-19.png,M,normal,Kids are talking by the door
302,good,calm,./data/Actor_19/03-01-02-02-02-01-19.png,M,strong,Dogs are sitting by the door
303,good,happy,./data/Actor_19/03-01-03-01-02-02-19.png,M,normal,Dogs are sitting by the door
304,good,happy,./data/Actor_19/03-01-03-02-01-02-19.png,M,strong,Kids are talking by the door
305,bad,sad,./data/Actor_19/03-01-04-02-01-02-19.png,M,strong,Kids are talking by the door
306,bad,disgust,./data/Actor_19/03-01-07-02-01-01-19.png,M,strong,Kids are talking by the door
307,bad,disgust,./data/Actor_19/03-01-07-01-02-01-19.png,M,normal,Dogs are sitting by the door
308,bad,sad,./data/Actor_19/03-01-04-01-02-02-19.png,M,normal,Dogs are sitting by the door
309,bad,fearful,./data/Actor_19/03-01-06-02-02-02-19.png,M,strong,Dogs are sitting by the door
310,bad,angry,./data/Actor_19/03-01-05-02-02-01-19.png,M,strong,Dogs are sitting by the door
311,bad,angry,./data/Actor_19/03-01-05-01-01-01-19.png,M,normal,Kids are talking by the door
312,bad,fearful,./data/Actor_19/03-01-06-01-01-02-19.png,M,normal,Kids are talking by the door
313,bad,surprised,./data/Actor_19/03-01-08-01-02-01-19.png,M,normal,Dogs are sitting by the door
314,bad,surprised,./data/Actor_19/03-01-08-02-01-01-19.png,M,strong,Kids are talking by the door
315,bad,disgust,./data/Actor_19/03-01-07-02-02-02-19.png,M,strong,Dogs are sitting by the door
316,bad,sad,./data/Actor_19/03-01-04-02-02-01-19.png,M,strong,Dogs are sitting by the door
317,bad,sad,./data/Actor_19/03-01-04-01-01-01-19.png,M,normal,Kids are talking by the door
318,bad,disgust,./data/Actor_19/03-01-07-01-01-02-19.png,M,normal,Kids are talking by the door
319,bad,angry,./data/Actor_19/03-01-05-02-01-02-19.png,M,strong,Kids are talking by the door
320,bad,fearful,./data/Actor_19/03-01-06-02-01-01-19.png,M,strong,Kids are talking by the door
321,bad,fearful,./data/Actor_19/03-01-06-01-02-01-19.png,M,normal,Dogs are sitting by the door
322,bad,angry,./data/Actor_19/03-01-05-01-02-02-19.png,M,normal,Dogs are sitting by the door
323,bad,surprised,./data/Actor_19/03-01-08-01-01-02-19.png,M,normal,Kids are talking by the door
324,bad,surprised,./data/Actor_19/03-01-08-02-02-02-19.png,M,strong,Dogs are sitting by the door
325,good,calm,./data/Actor_19/03-01-02-01-02-02-19.png,M,normal,Dogs are sitting by the door
326,good,neutral,./data/Actor_19/03-01-01-01-02-01-19.png,M,normal,Dogs are sitting by the door
327,good,calm,./data/Actor_19/03-01-02-02-01-02-19.png,M,strong,Kids are talking by the door
328,good,happy,./data/Actor_19/03-01-03-01-01-01-19.png,M,normal,Kids are talking by the door
329,good,happy,./data/Actor_19/03-01-03-02-02-01-19.png,M,strong,Dogs are sitting by the door
330,bad,fearful,./data/Actor_19/03-01-06-01-01-01-19.png,M,normal,Kids are talking by the door
331,bad,angry,./data/Actor_19/03-01-05-01-01-02-19.png,M,normal,Kids are talking by the door
332,bad,angry,./data/Actor_19/03-01-05-02-02-02-19.png,M,strong,Dogs are sitting by the door
333,bad,fearful,./data/Actor_19/03-01-06-02-02-01-19.png,M,strong,Dogs are sitting by the door
334,bad,sad,./data/Actor_19/03-01-04-01-02-01-19.png,M,normal,Dogs are sitting by the door
335,bad,disgust,./data/Actor_19/03-01-07-01-02-02-19.png,M,normal,Dogs are sitting by the door
336,bad,disgust,./data/Actor_19/03-01-07-02-01-02-19.png,M,strong,Kids are talking by the door
337,bad,sad,./data/Actor_19/03-01-04-02-01-01-19.png,M,strong,Kids are talking by the door
338,bad,surprised,./data/Actor_19/03-01-08-02-01-02-19.png,M,strong,Kids are talking by the door
339,bad,surprised,./data/Actor_19/03-01-08-01-02-02-19.png,M,normal,Dogs are sitting by the door
340,good,happy,./data/Actor_19/03-01-03-02-01-01-19.png,M,strong,Kids are talking by the door
341,good,happy,./data/Actor_19/03-01-03-01-02-01-19.png,M,normal,Dogs are sitting by the door
342,good,calm,./data/Actor_19/03-01-02-02-02-02-19.png,M,strong,Dogs are sitting by the door
343,good,calm,./data/Actor_19/03-01-02-01-01-02-19.png,M,normal,Kids are talking by the door
344,good,neutral,./data/Actor_19/03-01-01-01-01-01-19.png,M,normal,Kids are talking by the door
345,good,happy,./data/Actor_19/03-01-03-02-02-02-19.png,M,strong,Dogs are sitting by the door
346,good,happy,./data/Actor_19/03-01-03-01-01-02-19.png,M,normal,Kids are talking by the door
347,good,calm,./data/Actor_19/03-01-02-02-01-01-19.png,M,strong,Kids are talking by the door
348,good,neutral,./data/Actor_19/03-01-01-01-02-02-19.png,M,normal,Dogs are sitting by the door
349,good,calm,./data/Actor_19/03-01-02-01-02-01-19.png,M,normal,Dogs are sitting by the door
350,bad,angry,./data/Actor_19/03-01-05-01-02-01-19.png,M,normal,Dogs are sitting by the door
351,bad,fearful,./data/Actor_19/03-01-06-01-02-02-19.png,M,normal,Dogs are sitting by the door
352,bad,fearful,./data/Actor_19/03-01-06-02-01-02-19.png,M,strong,Kids are talking by the door
353,bad,angry,./data/Actor_19/03-01-05-02-01-01-19.png,M,strong,Kids are talking by the door
354,bad,disgust,./data/Actor_19/03-01-07-01-01-01-19.png,M,normal,Kids are talking by the door
355,bad,sad,./data/Actor_19/03-01-04-01-01-02-19.png,M,normal,Kids are talking by the door
356,bad,sad,./data/Actor_19/03-01-04-02-02-02-19.png,M,strong,Dogs are sitting by the door
357,bad,disgust,./data/Actor_19/03-01-07-02-02-01-19.png,M,strong,Dogs are sitting by the door
358,bad,surprised,./data/Actor_19/03-01-08-02-02-01-19.png,M,strong,Dogs are sitting by the door
359,bad,surprised,./data/Actor_19/03-01-08-01-01-01-19.png,M,normal,Kids are talking by the door
360,good,happy,./data/Actor_10/03-01-03-02-02-02-10.png,F,strong,Dogs are sitting by the door
361,good,happy,./data/Actor_10/03-01-03-01-01-02-10.png,F,normal,Kids are talking by the door
362,good,calm,./data/Actor_10/03-01-02-02-01-01-10.png,F,strong,Kids are talking by the door
363,good,calm,./data/Actor_10/03-01-02-01-02-01-10.png,F,normal,Dogs are sitting by the door
364,good,neutral,./data/Actor_10/03-01-01-01-02-02-10.png,F,normal,Dogs are sitting by the door
365,bad,fearful,./data/Actor_10/03-01-06-01-02-02-10.png,F,normal,Dogs are sitting by the door
366,bad,angry,./data/Actor_10/03-01-05-01-02-01-10.png,F,normal,Dogs are sitting by the door
367,bad,angry,./data/Actor_10/03-01-05-02-01-01-10.png,F,strong,Kids are talking by the door
368,bad,fearful,./data/Actor_10/03-01-06-02-01-02-10.png,F,strong,Kids are talking by the door
369,bad,sad,./data/Actor_10/03-01-04-01-01-02-10.png,F,normal,Kids are talking by the door
370,bad,disgust,./data/Actor_10/03-01-07-01-01-01-10.png,F,normal,Kids are talking by the door
371,bad,disgust,./data/Actor_10/03-01-07-02-02-01-10.png,F,strong,Dogs are sitting by the door
372,bad,sad,./data/Actor_10/03-01-04-02-02-02-10.png,F,strong,Dogs are sitting by the door
373,bad,surprised,./data/Actor_10/03-01-08-02-02-01-10.png,F,strong,Dogs are sitting by the door
374,bad,surprised,./data/Actor_10/03-01-08-01-01-01-10.png,F,normal,Kids are talking by the door
375,bad,angry,./data/Actor_10/03-01-05-01-01-02-10.png,F,normal,Kids are talking by the door
376,bad,fearful,./data/Actor_10/03-01-06-01-01-01-10.png,F,normal,Kids are talking by the door
377,bad,fearful,./data/Actor_10/03-01-06-02-02-01-10.png,F,strong,Dogs are sitting by the door
378,bad,angry,./data/Actor_10/03-01-05-02-02-02-10.png,F,strong,Dogs are sitting by the door
379,bad,disgust,./data/Actor_10/03-01-07-01-02-02-10.png,F,normal,Dogs are sitting by the door
380,bad,sad,./data/Actor_10/03-01-04-01-02-01-10.png,F,normal,Dogs are sitting by the door
381,bad,sad,./data/Actor_10/03-01-04-02-01-01-10.png,F,strong,Kids are talking by the door
382,bad,disgust,./data/Actor_10/03-01-07-02-01-02-10.png,F,strong,Kids are talking by the door
383,bad,surprised,./data/Actor_10/03-01-08-02-01-02-10.png,F,strong,Kids are talking by the door
384,bad,surprised,./data/Actor_10/03-01-08-01-02-02-10.png,F,normal,Dogs are sitting by the door
385,good,happy,./data/Actor_10/03-01-03-02-01-01-10.png,F,strong,Kids are talking by the door
386,good,happy,./data/Actor_10/03-01-03-01-02-01-10.png,F,normal,Dogs are sitting by the door
387,good,calm,./data/Actor_10/03-01-02-02-02-02-10.png,F,strong,Dogs are sitting by the door
388,good,neutral,./data/Actor_10/03-01-01-01-01-01-10.png,F,normal,Kids are talking by the door
389,good,calm,./data/Actor_10/03-01-02-01-01-02-10.png,F,normal,Kids are talking by the door
390,bad,sad,./data/Actor_10/03-01-04-02-02-01-10.png,F,strong,Dogs are sitting by the door
391,bad,disgust,./data/Actor_10/03-01-07-02-02-02-10.png,F,strong,Dogs are sitting by the door
392,bad,disgust,./data/Actor_10/03-01-07-01-01-02-10.png,F,normal,Kids are talking by the door
393,bad,sad,./data/Actor_10/03-01-04-01-01-01-10.png,F,normal,Kids are talking by the door
394,bad,fearful,./data/Actor_10/03-01-06-02-01-01-10.png,F,strong,Kids are talking by the door
395,bad,angry,./data/Actor_10/03-01-05-02-01-02-10.png,F,strong,Kids are talking by the door
396,bad,angry,./data/Actor_10/03-01-05-01-02-02-10.png,F,normal,Dogs are sitting by the door
397,bad,fearful,./data/Actor_10/03-01-06-01-02-01-10.png,F,normal,Dogs are sitting by the door
398,bad,surprised,./data/Actor_10/03-01-08-01-01-02-10.png,F,normal,Kids are talking by the door
399,bad,surprised,./data/Actor_10/03-01-08-02-02-02-10.png,F,strong,Dogs are sitting by the door
400,good,neutral,./data/Actor_10/03-01-01-01-02-01-10.png,F,normal,Dogs are sitting by the door
401,good,calm,./data/Actor_10/03-01-02-01-02-02-10.png,F,normal,Dogs are sitting by the door
402,good,calm,./data/Actor_10/03-01-02-02-01-02-10.png,F,strong,Kids are talking by the door
403,good,happy,./data/Actor_10/03-01-03-01-01-01-10.png,F,normal,Kids are talking by the door
404,good,happy,./data/Actor_10/03-01-03-02-02-01-10.png,F,strong,Dogs are sitting by the door
405,good,calm,./data/Actor_10/03-01-02-01-01-01-10.png,F,normal,Kids are talking by the door
406,good,neutral,./data/Actor_10/03-01-01-01-01-02-10.png,F,normal,Kids are talking by the door
407,good,calm,./data/Actor_10/03-01-02-02-02-01-10.png,F,strong,Dogs are sitting by the door
408,good,happy,./data/Actor_10/03-01-03-01-02-02-10.png,F,normal,Dogs are sitting by the door
409,good,happy,./data/Actor_10/03-01-03-02-01-02-10.png,F,strong,Kids are talking by the door
410,bad,disgust,./data/Actor_10/03-01-07-02-01-01-10.png,F,strong,Kids are talking by the door
411,bad,sad,./data/Actor_10/03-01-04-02-01-02-10.png,F,strong,Kids are talking by the door
412,bad,sad,./data/Actor_10/03-01-04-01-02-02-10.png,F,normal,Dogs are sitting by the door
413,bad,disgust,./data/Actor_10/03-01-07-01-02-01-10.png,F,normal,Dogs are sitting by the door
414,bad,angry,./data/Actor_10/03-01-05-02-02-01-10.png,F,strong,Dogs are sitting by the door
415,bad,fearful,./data/Actor_10/03-01-06-02-02-02-10.png,F,strong,Dogs are sitting by the door
416,bad,fearful,./data/Actor_10/03-01-06-01-01-02-10.png,F,normal,Kids are talking by the door
417,bad,angry,./data/Actor_10/03-01-05-01-01-01-10.png,F,normal,Kids are talking by the door
418,bad,surprised,./data/Actor_10/03-01-08-01-02-01-10.png,F,normal,Dogs are sitting by the door
419,bad,surprised,./data/Actor_10/03-01-08-02-01-01-10.png,F,strong,Kids are talking by the door
420,bad,disgust,./data/Actor_17/03-01-07-02-02-01-17.png,M,strong,Dogs are sitting by the door
421,bad,sad,./data/Actor_17/03-01-04-02-02-02-17.png,M,strong,Dogs are sitting by the door
422,bad,sad,./data/Actor_17/03-01-04-01-01-02-17.png,M,normal,Kids are talking by the door
423,bad,disgust,./data/Actor_17/03-01-07-01-01-01-17.png,M,normal,Kids are talking by the door
424,bad,angry,./data/Actor_17/03-01-05-02-01-01-17.png,M,strong,Kids are talking by the door
425,bad,fearful,./data/Actor_17/03-01-06-02-01-02-17.png,M,strong,Kids are talking by the door
426,bad,fearful,./data/Actor_17/03-01-06-01-02-02-17.png,M,normal,Dogs are sitting by the door
427,bad,angry,./data/Actor_17/03-01-05-01-02-01-17.png,M,normal,Dogs are sitting by the door
428,bad,surprised,./data/Actor_17/03-01-08-01-01-01-17.png,M,normal,Kids are talking by the door
429,bad,surprised,./data/Actor_17/03-01-08-02-02-01-17.png,M,strong,Dogs are sitting by the door
430,good,calm,./data/Actor_17/03-01-02-01-02-01-17.png,M,normal,Dogs are sitting by the door
431,good,neutral,./data/Actor_17/03-01-01-01-02-02-17.png,M,normal,Dogs are sitting by the door
432,good,calm,./data/Actor_17/03-01-02-02-01-01-17.png,M,strong,Kids are talking by the door
433,good,happy,./data/Actor_17/03-01-03-01-01-02-17.png,M,normal,Kids are talking by the door
434,good,happy,./data/Actor_17/03-01-03-02-02-02-17.png,M,strong,Dogs are sitting by the door
435,good,neutral,./data/Actor_17/03-01-01-01-01-01-17.png,M,normal,Kids are talking by the door
436,good,calm,./data/Actor_17/03-01-02-01-01-02-17.png,M,normal,Kids are talking by the door
437,good,calm,./data/Actor_17/03-01-02-02-02-02-17.png,M,strong,Dogs are sitting by the door
438,good,happy,./data/Actor_17/03-01-03-01-02-01-17.png,M,normal,Dogs are sitting by the door
439,good,happy,./data/Actor_17/03-01-03-02-01-01-17.png,M,strong,Kids are talking by the door
440,bad,sad,./data/Actor_17/03-01-04-02-01-01-17.png,M,strong,Kids are talking by the door
441,bad,disgust,./data/Actor_17/03-01-07-02-01-02-17.png,M,strong,Kids are talking by the door
442,bad,disgust,./data/Actor_17/03-01-07-01-02-02-17.png,M,normal,Dogs are sitting by the door
443,bad,sad,./data/Actor_17/03-01-04-01-02-01-17.png,M,normal,Dogs are sitting by the door
444,bad,fearful,./data/Actor_17/03-01-06-02-02-01-17.png,M,strong,Dogs are sitting by the door
445,bad,angry,./data/Actor_17/03-01-05-02-02-02-17.png,M,strong,Dogs are sitting by the door
446,bad,angry,./data/Actor_17/03-01-05-01-01-02-17.png,M,normal,Kids are talking by the door
447,bad,fearful,./data/Actor_17/03-01-06-01-01-01-17.png,M,normal,Kids are talking by the door
448,bad,surprised,./data/Actor_17/03-01-08-01-02-02-17.png,M,normal,Dogs are sitting by the door
449,bad,surprised,./data/Actor_17/03-01-08-02-01-02-17.png,M,strong,Kids are talking by the door
450,good,happy,./data/Actor_17/03-01-03-02-02-01-17.png,M,strong,Dogs are sitting by the door
451,good,happy,./data/Actor_17/03-01-03-01-01-01-17.png,M,normal,Kids are talking by the door
452,good,calm,./data/Actor_17/03-01-02-02-01-02-17.png,M,strong,Kids are talking by the door
453,good,neutral,./data/Actor_17/03-01-01-01-02-01-17.png,M,normal,Dogs are sitting by the door
454,good,calm,./data/Actor_17/03-01-02-01-02-02-17.png,M,normal,Dogs are sitting by the door
455,bad,angry,./data/Actor_17/03-01-05-01-02-02-17.png,M,normal,Dogs are sitting by the door
456,bad,fearful,./data/Actor_17/03-01-06-01-02-01-17.png,M,normal,Dogs are sitting by the door
457,bad,fearful,./data/Actor_17/03-01-06-02-01-01-17.png,M,strong,Kids are talking by the door
458,bad,angry,./data/Actor_17/03-01-05-02-01-02-17.png,M,strong,Kids are talking by the door
459,bad,disgust,./data/Actor_17/03-01-07-01-01-02-17.png,M,normal,Kids are talking by the door
460,bad,sad,./data/Actor_17/03-01-04-01-01-01-17.png,M,normal,Kids are talking by the door
461,bad,sad,./data/Actor_17/03-01-04-02-02-01-17.png,M,strong,Dogs are sitting by the door
462,bad,disgust,./data/Actor_17/03-01-07-02-02-02-17.png,M,strong,Dogs are sitting by the door
463,bad,surprised,./data/Actor_17/03-01-08-02-02-02-17.png,M,strong,Dogs are sitting by the door
464,bad,surprised,./data/Actor_17/03-01-08-01-01-02-17.png,M,normal,Kids are talking by the door
465,bad,fearful,./data/Actor_17/03-01-06-01-01-02-17.png,M,normal,Kids are talking by the door
466,bad,angry,./data/Actor_17/03-01-05-01-01-01-17.png,M,normal,Kids are talking by the door
467,bad,angry,./data/Actor_17/03-01-05-02-02-01-17.png,M,strong,Dogs are sitting by the door
468,bad,fearful,./data/Actor_17/03-01-06-02-02-02-17.png,M,strong,Dogs are sitting by the door
469,bad,sad,./data/Actor_17/03-01-04-01-02-02-17.png,M,normal,Dogs are sitting by the door
470,bad,disgust,./data/Actor_17/03-01-07-01-02-01-17.png,M,normal,Dogs are sitting by the door
471,bad,disgust,./data/Actor_17/03-01-07-02-01-01-17.png,M,strong,Kids are talking by the door
472,bad,sad,./data/Actor_17/03-01-04-02-01-02-17.png,M,strong,Kids are talking by the door
473,bad,surprised,./data/Actor_17/03-01-08-02-01-01-17.png,M,strong,Kids are talking by the door
474,bad,surprised,./data/Actor_17/03-01-08-01-02-01-17.png,M,normal,Dogs are sitting by the door
475,good,happy,./data/Actor_17/03-01-03-02-01-02-17.png,M,strong,Kids are talking by the door
476,good,happy,./data/Actor_17/03-01-03-01-02-02-17.png,M,normal,Dogs are sitting by the door
477,good,calm,./data/Actor_17/03-01-02-02-02-01-17.png,M,strong,Dogs are sitting by the door
478,good,calm,./data/Actor_17/03-01-02-01-01-01-17.png,M,normal,Kids are talking by the door
479,good,neutral,./data/Actor_17/03-01-01-01-01-02-17.png,M,normal,Kids are talking by the door
480,good,happy,./data/Actor_04/03-01-03-02-02-02-04.png,F,strong,Dogs are sitting by the door
481,good,happy,./data/Actor_04/03-01-03-01-01-02-04.png,F,normal,Kids are talking by the door
482,good,calm,./data/Actor_04/03-01-02-02-01-01-04.png,F,strong,Kids are talking by the door
483,good,neutral,./data/Actor_04/03-01-01-01-02-02-04.png,F,normal,Dogs are sitting by the door
484,good,calm,./data/Actor_04/03-01-02-01-02-01-04.png,F,normal,Dogs are sitting by the door
485,bad,angry,./data/Actor_04/03-01-05-01-02-01-04.png,F,normal,Dogs are sitting by the door
486,bad,fearful,./data/Actor_04/03-01-06-01-02-02-04.png,F,normal,Dogs are sitting by the door
487,bad,fearful,./data/Actor_04/03-01-06-02-01-02-04.png,F,strong,Kids are talking by the door
488,bad,angry,./data/Actor_04/03-01-05-02-01-01-04.png,F,strong,Kids are talking by the door
489,bad,disgust,./data/Actor_04/03-01-07-01-01-01-04.png,F,normal,Kids are talking by the door
490,bad,sad,./data/Actor_04/03-01-04-01-01-02-04.png,F,normal,Kids are talking by the door
491,bad,sad,./data/Actor_04/03-01-04-02-02-02-04.png,F,strong,Dogs are sitting by the door
492,bad,disgust,./data/Actor_04/03-01-07-02-02-01-04.png,F,strong,Dogs are sitting by the door
493,bad,surprised,./data/Actor_04/03-01-08-02-02-01-04.png,F,strong,Dogs are sitting by the door
494,bad,surprised,./data/Actor_04/03-01-08-01-01-01-04.png,F,normal,Kids are talking by the door
495,bad,fearful,./data/Actor_04/03-01-06-01-01-01-04.png,F,normal,Kids are talking by the door
496,bad,angry,./data/Actor_04/03-01-05-01-01-02-04.png,F,normal,Kids are talking by the door
497,bad,angry,./data/Actor_04/03-01-05-02-02-02-04.png,F,strong,Dogs are sitting by the door
498,bad,fearful,./data/Actor_04/03-01-06-02-02-01-04.png,F,strong,Dogs are sitting by the door
499,bad,sad,./data/Actor_04/03-01-04-01-02-01-04.png,F,normal,Dogs are sitting by the door
500,bad,disgust,./data/Actor_04/03-01-07-01-02-02-04.png,F,normal,Dogs are sitting by the door
501,bad,disgust,./data/Actor_04/03-01-07-02-01-02-04.png,F,strong,Kids are talking by the door
502,bad,sad,./data/Actor_04/03-01-04-02-01-01-04.png,F,strong,Kids are talking by the door
503,bad,surprised,./data/Actor_04/03-01-08-02-01-02-04.png,F,strong,Kids are talking by the door
504,bad,surprised,./data/Actor_04/03-01-08-01-02-02-04.png,F,normal,Dogs are sitting by the door
505,good,happy,./data/Actor_04/03-01-03-02-01-01-04.png,F,strong,Kids are talking by the door
506,good,happy,./data/Actor_04/03-01-03-01-02-01-04.png,F,normal,Dogs are sitting by the door
507,good,calm,./data/Actor_04/03-01-02-02-02-02-04.png,F,strong,Dogs are sitting by the door
508,good,calm,./data/Actor_04/03-01-02-01-01-02-04.png,F,normal,Kids are talking by the door
509,good,neutral,./data/Actor_04/03-01-01-01-01-01-04.png,F,normal,Kids are talking by the door
510,bad,disgust,./data/Actor_04/03-01-07-02-02-02-04.png,F,strong,Dogs are sitting by the door
511,bad,sad,./data/Actor_04/03-01-04-02-02-01-04.png,F,strong,Dogs are sitting by the door
512,bad,sad,./data/Actor_04/03-01-04-01-01-01-04.png,F,normal,Kids are talking by the door
513,bad,disgust,./data/Actor_04/03-01-07-01-01-02-04.png,F,normal,Kids are talking by the door
514,bad,angry,./data/Actor_04/03-01-05-02-01-02-04.png,F,strong,Kids are talking by the door
515,bad,fearful,./data/Actor_04/03-01-06-02-01-01-04.png,F,strong,Kids are talking by the door
516,bad,fearful,./data/Actor_04/03-01-06-01-02-01-04.png,F,normal,Dogs are sitting by the door
517,bad,angry,./data/Actor_04/03-01-05-01-02-02-04.png,F,normal,Dogs are sitting by the door
518,bad,surprised,./data/Actor_04/03-01-08-01-01-02-04.png,F,normal,Kids are talking by the door
519,bad,surprised,./data/Actor_04/03-01-08-02-02-02-04.png,F,strong,Dogs are sitting by the door
520,good,calm,./data/Actor_04/03-01-02-01-02-02-04.png,F,normal,Dogs are sitting by the door
521,good,neutral,./data/Actor_04/03-01-01-01-02-01-04.png,F,normal,Dogs are sitting by the door
522,good,calm,./data/Actor_04/03-01-02-02-01-02-04.png,F,strong,Kids are talking by the door
523,good,happy,./data/Actor_04/03-01-03-01-01-01-04.png,F,normal,Kids are talking by the door
524,good,happy,./data/Actor_04/03-01-03-02-02-01-04.png,F,strong,Dogs are sitting by the door
525,good,neutral,./data/Actor_04/03-01-01-01-01-02-04.png,F,normal,Kids are talking by the door
526,good,calm,./data/Actor_04/03-01-02-01-01-01-04.png,F,normal,Kids are talking by the door
527,good,calm,./data/Actor_04/03-01-02-02-02-01-04.png,F,strong,Dogs are sitting by the door
528,good,happy,./data/Actor_04/03-01-03-01-02-02-04.png,F,normal,Dogs are sitting by the door
529,good,happy,./data/Actor_04/03-01-03-02-01-02-04.png,F,strong,Kids are talking by the door
530,bad,sad,./data/Actor_04/03-01-04-02-01-02-04.png,F,strong,Kids are talking by the door
531,bad,disgust,./data/Actor_04/03-01-07-02-01-01-04.png,F,strong,Kids are talking by the door
532,bad,disgust,./data/Actor_04/03-01-07-01-02-01-04.png,F,normal,Dogs are sitting by the door
533,bad,sad,./data/Actor_04/03-01-04-01-02-02-04.png,F,normal,Dogs are sitting by the door
534,bad,fearful,./data/Actor_04/03-01-06-02-02-02-04.png,F,strong,Dogs are sitting by the door
535,bad,angry,./data/Actor_04/03-01-05-02-02-01-04.png,F,strong,Dogs are sitting by the door
536,bad,angry,./data/Actor_04/03-01-05-01-01-01-04.png,F,normal,Kids are talking by the door
537,bad,fearful,./data/Actor_04/03-01-06-01-01-02-04.png,F,normal,Kids are talking by the door
538,bad,surprised,./data/Actor_04/03-01-08-01-02-01-04.png,F,normal,Dogs are sitting by the door
539,bad,surprised,./data/Actor_04/03-01-08-02-01-01-04.png,F,strong,Kids are talking by the door
540,bad,sad,./data/Actor_03/03-01-04-02-02-02-03.png,M,strong,Dogs are sitting by the door
541,bad,disgust,./data/Actor_03/03-01-07-02-02-01-03.png,M,strong,Dogs are sitting by the door
542,bad,disgust,./data/Actor_03/03-01-07-01-01-01-03.png,M,normal,Kids are talking by the door
543,bad,sad,./data/Actor_03/03-01-04-01-01-02-03.png,M,normal,Kids are talking by the door
544,bad,fearful,./data/Actor_03/03-01-06-02-01-02-03.png,M,strong,Kids are talking by the door
545,bad,angry,./data/Actor_03/03-01-05-02-01-01-03.png,M,strong,Kids are talking by the door
546,bad,angry,./data/Actor_03/03-01-05-01-02-01-03.png,M,normal,Dogs are sitting by the door
547,bad,fearful,./data/Actor_03/03-01-06-01-02-02-03.png,M,normal,Dogs are sitting by the door
548,bad,surprised,./data/Actor_03/03-01-08-01-01-01-03.png,M,normal,Kids are talking by the door
549,bad,surprised,./data/Actor_03/03-01-08-02-02-01-03.png,M,strong,Dogs are sitting by the door
550,good,neutral,./data/Actor_03/03-01-01-01-02-02-03.png,M,normal,Dogs are sitting by the door
551,good,calm,./data/Actor_03/03-01-02-01-02-01-03.png,M,normal,Dogs are sitting by the door
552,good,calm,./data/Actor_03/03-01-02-02-01-01-03.png,M,strong,Kids are talking by the door
553,good,happy,./data/Actor_03/03-01-03-01-01-02-03.png,M,normal,Kids are talking by the door
554,good,happy,./data/Actor_03/03-01-03-02-02-02-03.png,M,strong,Dogs are sitting by the door
555,good,calm,./data/Actor_03/03-01-02-01-01-02-03.png,M,normal,Kids are talking by the door
556,good,neutral,./data/Actor_03/03-01-01-01-01-01-03.png,M,normal,Kids are talking by the door
557,good,calm,./data/Actor_03/03-01-02-02-02-02-03.png,M,strong,Dogs are sitting by the door
558,good,happy,./data/Actor_03/03-01-03-01-02-01-03.png,M,normal,Dogs are sitting by the door
559,good,happy,./data/Actor_03/03-01-03-02-01-01-03.png,M,strong,Kids are talking by the door
560,bad,disgust,./data/Actor_03/03-01-07-02-01-02-03.png,M,strong,Kids are talking by the door
561,bad,sad,./data/Actor_03/03-01-04-02-01-01-03.png,M,strong,Kids are talking by the door
562,bad,sad,./data/Actor_03/03-01-04-01-02-01-03.png,M,normal,Dogs are sitting by the door
563,bad,disgust,./data/Actor_03/03-01-07-01-02-02-03.png,M,normal,Dogs are sitting by the door
564,bad,angry,./data/Actor_03/03-01-05-02-02-02-03.png,M,strong,Dogs are sitting by the door
565,bad,fearful,./data/Actor_03/03-01-06-02-02-01-03.png,M,strong,Dogs are sitting by the door
566,bad,fearful,./data/Actor_03/03-01-06-01-01-01-03.png,M,normal,Kids are talking by the door
567,bad,angry,./data/Actor_03/03-01-05-01-01-02-03.png,M,normal,Kids are talking by the door
